ward,category,program_name,min_age_months,max_age_months,income_condition,program_type,amount_or_content,application_channel,required_documents,has_deadline,deadline_rule,source_url,fetched_at,reviewed_by,notes
港区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+フードサポート等,0,216,"高校生世代医療費助成は所得制限なし。マル親医療証本体は所得制限あり",現物給付,"マル親医療証に加え、港区独自でフードサポート事業(食材・レトルト食品の配送)、未就学児2人以上の多子世帯への移動支援、都営交通無料パス等",窓口,健康保険証・戸籍謄本等,0,,https://www.city.minato.tokyo.jp/kateisoudan/kodomo/kodomo/hitorioya/iryo.html,2026-09-06,,フードサポート事業は港区独自の目立つ上乗せ
新宿区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+休養ホーム+養育費確保費用助成,0,216,所得制限あり,現物給付,"マル親医療証に加え、休養ホーム(宿泊・日帰り施設の無料/低額利用)、養育費確保費用の助成(公正証書作成費用等)",窓口,健康保険証・戸籍謄本等,0,,https://www.city.shinjuku.lg.jp/kodomo/file03_05_00002.html,2026-09-06,,
文京区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+子育て訪問支援券+高校生世代育成支援金,0,216,所得制限あり(訪問支援券は所得に応じ自己負担額が変動),現物給付,"マル親医療証に加え、区独自で「ひとり親家庭子育て訪問支援券」(小6までベビーシッター利用)、「高校生世代育成支援金」(16〜18歳、2026年9月までの時限事業)",窓口,健康保険証・戸籍謄本等,0,,https://www.city.bunkyo.lg.jp/kyoiku/kosodate/okosan/ichijiteki/hitorioyasienken.html,2026-09-06,,高校生世代育成支援金は期間限定の独自事業(終了時期に注意)
台東区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+ひとり親交流会等,0,216,所得制限あり,現物給付,マル親医療証に加え、ひとり親交流会「clovers」やホームヘルプサービス等の支援メニューあり,窓口,健康保険証・戸籍謄本等,0,,https://city.taito.lg.jp/index/kurashi/kosodate/mokutei/hitorioya/index.html,2026-09-06,,際立った金銭的上乗せは確認できず(標準的な支援メニュー中心)
墨田区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+養育費相談支援,0,216,所得制限あり,現物給付,マル親医療証に加え、養育費の取り決め(公正証書作成・家事調停等)に関する相談・同行支援を無料で実施,窓口,健康保険証・戸籍謄本等,0,,https://www.city.sumida.lg.jp/kosodate_kyouiku/kosodate_site/teate_jyosei_shien/hitori_oya/index.html,2026-09-06,,
江東区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+養育費確保費用助成+住宅探し支援,0,216,所得制限あり,現物給付,"マル親医療証に加え、養育費確保費用助成(取り決め費用の補助)、住宅探し支援(所得要件を満たす場合は契約関連費用の補助も)",窓口,健康保険証・戸籍謄本等,0,,https://www.city.koto.lg.jp/kosodate/hitorioya.html,2026-09-06,,
品川区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+住宅入居支援+臨時給付金,0,216,所得制限あり,現物給付,"マル親医療証に加え、住宅入居支援(保証会社への初回保証委託料を助成)、休養ホーム事業。令和6年度は「ひとり親世帯臨時特別給付金」を区独自で実施(単発)",窓口,健康保険証・戸籍謄本等,0,,https://www.city.shinagawa.tokyo.jp/PC/kodomo/kodomo-hitorioya/index.html,2026-09-06,,臨時特別給付金は単発事業のため2026年度の実施有無は要再確認
目黒区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+ホームヘルパー派遣(介護券),0,216,所得制限あり,現物給付,"マル親医療証に加え、ホームヘルパー派遣を1時間300円(月20時間まで)で利用可能。生活保護世帯は無料",窓口,健康保険証・戸籍謄本等,0,,https://www.city.meguro.tokyo.jp/kurashi/kosodate/hitorioya/index.html,2026-09-06,,ヘルパー利用料が具体的に明記されている点で参考価値高い
大田区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+転居一時金助成,0,216,所得制限あり,現物給付,"マル親医療証に加え、転居費用の助成(大田区転居一時金助成)。児童扶養手当受給者はJR通勤定期割引・都営交通無料パス・水道料金一部免除等の付帯特典あり",窓口,健康保険証・戸籍謄本等,0,,https://www.city.ota.tokyo.jp/seikatsu/kodomo/teate/hitorioya.html,2026-09-06,,
世田谷区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+ホームヘルパー派遣,0,216,所得制限あり,現物給付,"マル親医療証に加え、ひとり親になって2年以内なら6ヶ月以内(月12日以内)、就労等で養育困難な場合は1年以内(月12日以内)のホームヘルパー派遣。産前産後のふれあいサービスも別途あり",窓口,健康保険証・戸籍謄本等,0,,https://www.city.setagaya.lg.jp/kyoutsu/kodomo/1321.html,2026-09-06,,ヘルパー派遣の利用条件が具体的に明記されている
渋谷区,ひとり親家庭向け支援,児童育成手当+休養ホーム等,0,216,所得制限あり,現物給付,"マル親医療証相当の助成に加え、児童育成手当受給者向けに宿泊施設・日帰り施設・観劇等の利用助成あり",窓口,健康保険証・戸籍謄本等,0,,https://www.city.shibuya.tokyo.jp/kodomo/kodomo-teate-josei/hitorioya/hitorioya_teate.html,2026-09-06,,
中野区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+実質ひとり親家庭給付金+住宅支援補助金,0,216,所得制限あり(給付金は収入制限額内),現物給付,"マル親医療証に加え、区独自で「実質ひとり親家庭への子育て支援給付事業」(離婚調停・離婚訴訟中の父母に対象児童1人につき10万円を支給。離婚成立前でも対象になる点が特徴的)、区内転居費用を補助する住宅支援補助金",窓口,健康保険証・戸籍謄本等,0,,https://www.city.tokyo-nakano.lg.jp/kosodate/kosodatesite_ohirune/mokuteki/hitorioya/teate_jyosei/shienjigyo.html,2026-09-06,,離婚成立前の「実質ひとり親」まで対象にする給付金は23区内でも珍しい独自制度
杉並区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+児童育成手当,0,216,所得制限あり,現物給付,"マル親医療証に加え、児童育成手当(月額13,500円/児童、標準額)",窓口,健康保険証・戸籍謄本等,0,,https://www.city.suginami.tokyo.jp/s053/news/18645.html,2026-09-06,,際立った区独自の上乗せは確認できず(標準的な制度が中心)
豊島区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+養育費確保支援,0,216,所得制限あり,現物給付,"マル親医療証に加え、養育費の公正証書作成費用(家事調停・家事審判費用含む)を全額補助、養育費保証契約の初回保証料の一部を補助",窓口,健康保険証・戸籍謄本等,0,,https://www.city.toshima.lg.jp/kosodate/kosodate/hitorioya/index.html,2026-09-06,,養育費確保支援がやや手厚い
北区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+児童育成手当,0,216,所得制限あり,現物給付,"マル親医療証に加え、児童育成手当(月額13,500円/児童、標準額)。生活費・引越・進学・就職資金の貸付制度もあり",窓口,健康保険証・戸籍謄本等,0,,https://www.city.kita.lg.jp/children-edu/childcare/1002833/1002848/1016855.html,2026-09-06,,際立った区独自の上乗せ現金給付は確認できず
荒川区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+民間賃貸住宅入居支援,0,216,所得制限あり,現物給付,"マル親医療証に加え、民間賃貸住宅入居時に保証人が見つからない場合の保証料を補助する「ひとり親世帯等民間賃貸住宅入居支援事業」、育児・家事援助サービス",窓口,健康保険証・戸籍謄本等,0,,https://www.city.arakawa.tokyo.jp/kosodate/hitorioyakatei/index.html,2026-09-06,,住宅の保証料補助は江東区・品川区等と同系統の制度
板橋区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+標準的な手当,0,216,所得制限あり,現物給付,マル親医療証と児童扶養手当・児童育成手当が中心。就労関連の訓練給付金はあるが際立った独自の金銭給付は確認できず,窓口,健康保険証・戸籍謄本等,0,,https://www.city.itabashi.tokyo.jp/kosodate/hitorioya/index.html,2026-09-06,,要再確認(公式ページの深掘りで独自制度が見つかる可能性あり)
練馬区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+住宅資金貸付+ホームヘルプ,0,216,所得制限あり,現物給付,"マル親医療証に加え、住宅資金貸付(月7万円まで、12ヶ月)、小学生以下の子がいる家庭向けホームヘルプサービス",窓口,健康保険証・戸籍謄本等,0,,https://www.city.nerima.tokyo.jp/hokenfukushi/iryo/iryojosei/hitorioya.html,2026-09-06,,
足立区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+育児支援サービス,0,216,所得制限あり,現物給付,マル親医療証に加え、育児支援サービスの助成や高等職業訓練促進給付金等事業あり,窓口,健康保険証・戸籍謄本等,0,,https://www.city.adachi.tokyo.jp/oyako/k-kyoiku/kosodate/hitorioya-hitorioya.html,2026-09-06,,
葛飾区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+ホームヘルパー派遣(小3まで),0,216,"所得制限あり(ヘルパー費用は所得に応じ一部負担)",現物給付,"マル親医療証に加え、小学校3年生までの児童を扶養するひとり親家庭に、家事・育児支援のホームヘルパーを一定期間派遣",窓口,健康保険証・戸籍謄本等,0,,https://www.city.katsushika.lg.jp/kosodate/1000056/1002341/index.html,2026-09-06,,ヘルパー派遣の対象年齢が「小3まで」と明確な点が特徴
江戸川区,ひとり親家庭向け支援,ひとり親家庭等医療費助成(区独自制度と明記),0,216,所得制限あり,現物給付,"江戸川区独自制度として明記されたマル親医療費助成に加え、児童扶養手当・児童育成手当あり",窓口,健康保険証・戸籍謄本等,0,,https://www.city.edogawa.tokyo.jp/kosodate/kosodate/teateshien/shisaku/index.html,2026-09-06,,際立った追加の金銭給付は確認できず
千代田区,多胎児家庭向け支援,(該当制度なし),,,,,,,,0,,https://www.city.chiyoda.lg.jp/koho/kosodate/kosodate/ninshin/homon.html,2026-09-06,,"調査の結果、多胎児家庭に特化した独自支援制度(タクシー助成・ヘルパー加算等)は確認できず。出産準備手当(45,000円)は多胎児でも定額で変わらないと明記されている"
中央区,多胎児家庭向け支援,育児支援ヘルパー(多胎児加算),-9,6,なし,クーポン・利用料減免,"多胎児の場合、出産後に残っている利用回数に出生児数を乗じた回数に増加(例: 残り10回×双子2人=20回)",窓口 or オンライン,母子健康手帳,0,,https://www.city.chuo.lg.jp/a0025/kosodate/shussan/shussanshien/ikujisien.html,2026-09-06,,対象は母子健康手帳交付時〜出産後6ヶ月
港区,多胎児家庭向け支援,子どもタクシー利用券(多子世帯移動支援事業),0,72,なし,現金給付,"未就学児2人以上いる世帯に1世帯あたり24,000円分のタクシー利用券を支給(協定タクシー事業者のみ利用可)",案内が郵送される,情報不足のため公式サイトで要確認,0,,https://www.city.minato.tokyo.jp/kodomoshien/kodomotakusi.html,2026-09-06,,厳密には「多胎児」限定ではなく「未就学児2人以上の多子世帯」向け。多胎児家庭は自動的に該当
新宿区,多胎児家庭向け支援,多胎児家庭への移動支援事業 + 産前産後支援事業,0,36,なし,クーポン・利用料減免,"タクシー等に使える「こども商品券」24,000円分を0・1・2歳の各年齢で1回ずつ申請可(専門職面接必須)。産前産後支援事業では3歳未満の多胎児に育児・家事支援を提供",専門職(保健師等)の面接後に申請,情報不足のため公式サイトで要確認,0,,https://www.smart-hojokin.jp/subsidies/49962,2026-09-06,,令和6年度開始の比較的新しい制度。公式ページ(city.shinjuku.lg.jp)での金額再確認を推奨
文京区,多胎児家庭向け支援,ふたごちゃん・みつごちゃん家事育児支援利用料補助 + 移動経費補助,-9,36,なし,クーポン・利用料減免,妊娠中〜3歳未満の多胎児家庭向けに家事・育児支援サービスの利用料補助、および移動費補助(タクシー等)を提供,窓口 or オンライン,情報不足のため公式サイトで要確認,0,,https://www.happy-bears.com/special_corp/government/bunkyoku/,2026-09-06,,公式ページ(city.bunkyo.lg.jp)未確認・まとめサイト情報。要再確認
台東区,多胎児家庭向け支援,産前産後支援ヘルパー"あったかハンド"(多胎世帯向け) + タクシー利用料支給,0,36,なし,クーポン・利用料減免,"通常300円/時間(減額制度あり)。多胎世帯向けは電子クーポンで1〜2週間で交付。タクシー利用料は乳幼児健診等の母子保健事業利用時の費用を助成",オンライン(mila-e電子申請),母子健康手帳,0,,https://www.city.taito.lg.jp/kosodatekyouiku/kosodate/nenrei/ninshinki/soudan_shien/helper_tatai.html,2026-09-06,,母子健康手帳取得〜3歳の誕生日前日まで対象
墨田区,多胎児家庭向け支援,子育て世帯商品券(タクシー利用可) + 家事・育児サポーター事業,0,24,なし,クーポン・利用料減免,"0・1・2歳の各年齢で年1回申請できる24,000円の子ども商品券(タクシー利用可)。家事・育児サポーターは多胎児家庭の場合、通常より大幅に多い年間120〜240時間まで利用可能。多胎児家庭交流会も年2回開催",子ども家庭支援センターでの面接後に申請,母子健康手帳,0,,https://www.city.sumida.lg.jp/kosodate_kyouiku/kosodate_site/teate_jyosei_shien/tataijikatei.html,2026-09-06,,
江東区,多胎児家庭向け支援,こうとう家事・育児サポート事業(多胎児家庭向け),,,なし,クーポン・利用料減免,松が丘助産院が運営する多胎児家庭向け訪問支援事業。利用登録は電子申請または窓口・郵送,電子申請 or こども家庭支援課,情報不足のため公式サイトで要確認,0,,https://www.city.koto.lg.jp/281012/tataizishien2.html,2026-09-06,,申請から利用者手帳交付まで1週間〜10日程度
品川区,多胎児家庭向け支援,多胎児家庭の家事・育児支援ヘルパー等利用助成(産後ドゥーラ),-9,36,なし,クーポン・利用料減免,"助成時間の上限: 妊娠中〜1歳未満240時間/1〜2歳未満180時間/2〜3歳未満120時間。ベビーシッター・家事代行は対象外(産後ドゥーラ等提携事業者限定)",提携事業者経由,情報不足のため公式サイトで要確認,0,,https://www.city.shinagawa.tokyo.jp/PC/kodomo/kodomo-kateisoudan/20210312164557.html,2026-09-06,,助成時間が年齢で段階的に減っていく設計
目黒区,多胎児家庭向け支援,さくらんぼめぐろ(多胎児面接) + 家事育児支援ヘルパー派遣事業,-1,24,なし,クーポン・利用料減免,"家事育児支援ヘルパーは出産予定日の1ヶ月前〜2歳まで利用可、500円/時間。産後ケア事業は多胎児の場合追加利用料をすべて区が負担(宿泊型は1泊2,500円減免、最大5泊)。ファミリー・サポート・センターも多胎児家庭向けに配慮あり(800円/時間・休日1,000円/時間)",窓口 or オンライン,母子健康手帳,0,,https://local-media.heteml.net/archives/26189,2026-09-06,,公式ページ(city.meguro.tokyo.jp)の複数ページから合成した情報。金額の再確認を推奨
大田区,多胎児家庭向け支援,多胎児家庭移動経費助成事業 + にこにこサポート,0,36,なし,クーポン・利用料減免,乳幼児健診・産後ケア等の母子保健事業参加時のタクシー費用の一部を助成。産前産後家事援助事業(にこにこサポート)も多胎児家庭が利用可能,窓口 or オンライン,情報不足のため公式サイトで要確認,0,,https://www.city.ota.tokyo.jp/seikatsu/kodomo/shien/kodomo_katei_shien_c/tataijisien.html,2026-09-06,,対象児の年齢区分ごとに保健師等の面接・訪問が条件
世田谷区,多胎児家庭向け支援,ツインズプラスサポート事業 + 多胎児家庭タクシー料金助成 + 多胎妊婦健診費用助成,-9,36,なし,クーポン・利用料減免,訪問支援ヘルパーが家事・育児(掃除・洗濯物たたみ等)をサポート(3歳未満対象)。乳幼児健診や母子保健講習会利用時のタクシー料金を助成。多胎妊婦健診の追加費用も助成,窓口 or オンライン,母子健康手帳,0,,https://www.city.setagaya.lg.jp/02413/1212.html,2026-09-06,,3事業がパッケージ化されており手厚い部類
渋谷区,多胎児家庭向け支援,多胎児支援母子保健事業利用時タクシー移動経費補助 + 多胎プレファミリー講座,,,なし,クーポン・利用料減免,母子保健事業(健診等)利用時のタクシー移動費を補助。多胎妊娠中の家庭向けの講座事業も実施,渋谷区子育てネウボラ,情報不足のため公式サイトで要確認,0,,https://www.city.shibuya.tokyo.jp/kodomo/ninshin/ninshin-sodan/tatai_prefamily.html,2026-09-06,,渋谷区子育てネウボラ(拠点型相談窓口)経由での案内が中心
中野区,多胎児家庭向け支援,多胎児家庭支援事業 + 多胎児ピアサポート事業,-9,36,なし,クーポン・利用料減免,妊娠中〜3歳の誕生日前日まで多胎児家庭サポーター事業を利用可能。「たまごタクシー」対象エリア(陣痛タクシー),窓口 or すこやか福祉センター,情報不足のため公式サイトで要確認,0,,https://www.city.tokyo-nakano.lg.jp/kosodate/kosodatesite_ohirune/nenreibetsu/syussan/sangoshien/tataijikazoku.html,2026-09-06,,令和8年度事業として案内あり
杉並区,多胎児家庭向け支援,多胎児家庭家事・育児ヘルパー支援 + 産後ケア多胎加算 + こんにちは赤ちゃん訪問(多胎6回),0,12,なし,クーポン・利用料減免,"家事・育児ヘルパーが訪問し外出支援等も実施。産後ケア多胎加算(宿泊型・個別型2人目以降1日2,000円、小規模グループ型1,000円)。こんにちは赤ちゃん訪問は通常3回のところ多胎児家庭は6回まで無料",窓口 or オンライン,情報不足のため公式サイトで要確認,0,,https://www.city.suginami.tokyo.jp/s054/1141.html,2026-09-06,,多子世帯支援(2026年9月から認可保育施設の保険料無償化等)も別途あり
豊島区,多胎児家庭向け支援,育児支援ヘルパー(多胎児加算) + 産後ドゥーラ利用助成 + ツインスマイル面接,0,24,なし,クーポン・利用料減免,"育児支援ヘルパーは多胎児の場合1妊娠につき160時間まで利用可(1,350円/時間)。産後ドゥーラは多胎児1人あたり12時間まで。産後ケアも多胎児加算あり(宿泊型2人目以降1日750円、通所型500円加算、通所型5回利用可)。移動経費補助(ツインスマイル面接)もあり",窓口 or オンライン,母子健康手帳,0,,https://matsugaoka-sango.com/toshima_doula/,2026-09-06,,複数の支援策が組み合わされている(要件書のマル乳調査で豊島区は他制度でも手厚い傾向が確認済み)
北区,多胎児家庭向け支援,多胎妊婦健康診査助成金 + 多胎児家庭移動経費支援事業 + ベビーシッター産後ドゥーラ,-9,24,なし,クーポン・利用料減免,"多胎妊婦の健診費用を追加助成。移動経費(タクシー等)を支援。ベビーシッター・産後ドゥーラは1時間500〜1,000円で利用可、初回は子ども1人につき最大2時間無料",窓口 or オンライン,情報不足のため公式サイトで要確認,0,,https://www.city.kita.lg.jp/children-edu/pregnancy/1002777/1002795.html,2026-09-06,,
荒川区,多胎児家庭向け支援,ツインズサポート事業(ヘルパー派遣+タクシー+一時保育),-9,36,なし,クーポン・利用料減免,"ヘルパー派遣240時間分・タクシー利用料金助成・一時保育等利用料助成をパッケージで提供。一時保育は1時間300円(母子手帳取得〜3年の前日まで対象)。子育て交流サロンも無料",窓口 or オンライン,母子健康手帳,0,,https://www.city.arakawa.tokyo.jp/a035/kosodate/kosodateshien/twins_helper_r7.html,2026-09-06,,3事業パッケージ型で世田谷区と並び手厚い部類
板橋区,多胎児家庭向け支援,多胎児家庭支援事業(宿泊ケア) + 育児支援ヘルパー(加算) + 産後ドゥーラ(多胎60時間),0,36,なし,クーポン・利用料減免,"契約施設への宿泊で母子ケア・育児支援を最大6泊7日まで助成。育児支援ヘルパーは多胎児の場合時間数加算。産後ドゥーラは通常30時間のところ多胎児は60時間まで。多胎児向け交流会も実施",窓口 or オンライン,情報不足のため公式サイトで要確認,0,,https://www.city.itabashi.tokyo.jp/kosodate/ninshin/shusan/1026953.html,2026-09-06,,
練馬区,多胎児家庭向け支援,育児支援ヘルパー + 子育て応援商品券(多子世帯) + ねりまぴよぴよ(一時保育)減額,0,36,なし,クーポン・利用料減免,育児支援ヘルパーは300円/時間。多子世帯向け子育て応援商品券はタクシー等に利用可。一時保育「ねりまぴよぴよ」は多胎児家庭向けに減額,窓口(在宅育児支援担当課),情報不足のため公式サイトで要確認,0,,https://www.happy-bears.com/special_corp/government/nerimaku/,2026-09-06,,公式ページでの詳細金額再確認を推奨
足立区,多胎児家庭向け支援,多胎児家庭移動支援 + 産後ケア多胎加算 + 産前・産後家事支援,0,36,なし,クーポン・利用料減免,"移動支援は24,000円分のこども商品券(健診・予防接種・多胎児サークル参加等に利用)。産後ケアは1日2,500円(1〜2泊)+多胎児2人目以降1日1,000円加算。家事支援ヘルパーは出産予定6週間前〜産後3ヶ月まで派遣",窓口 or オンライン,情報不足のため公式サイトで要確認,0,,https://www.city.adachi.tokyo.jp/hoken/tataijikateiidoushien.html,2026-09-06,,多胎児親の会(自助グループ)も保健センターで開催
葛飾区,多胎児家庭向け支援,多胎児家庭移動支援事業 + 家事サポーター派遣 + 一時保育拡充 + 多胎妊婦健診助成,-9,36,なし,クーポン・利用料減免,"タクシー移動支援券24,000円。一時保育(ベビーシッター利用)は通常144時間のところ多胎児家庭は年288時間まで拡充。多胎妊婦健診は標準14回に加え5回分を追加助成。マタニティ・子育て支援バウチャー1万円/胎児(2人乗りベビーカー・チャイルドシート等の購入補助にも利用可)",窓口 or オンライン,情報不足のため公式サイトで要確認,0,,https://www.city.katsushika.lg.jp/kenkou/1000050/1001804/1025660.html,2026-09-06,,一時保育時間が通常の2倍という明確な差別化ポイント
江戸川区,多胎児家庭向け支援,えどがわママパパ応援隊 + 産後ケア多胎加算免除 + 多胎児家庭移動経費補助,0,36,なし,クーポン・利用料減免,"ママパパ応援隊は500円/時間(減額制度あり)、多胎児妊娠中から利用対象で0歳児は保育サービス未利用なら14時間まで無料。産後ケア(宿泊型・デイサービス型・訪問型)は多胎児の追加料金が無料。移動経費補助事業も別途あり",窓口 or オンライン,情報不足のため公式サイトで要確認,0,,https://www.city.edogawa.tokyo.jp/e077/kosodate/kosodate/mamapapa_ouentai.html,2026-09-06,,
千代田区,保育園入園(保活)関連情報,認可保育園入園申込(4月一斉入園),0,72,所得ではなく就労状況等による利用調整指数で選考,情報提供,"一次締切は例年2月上旬(令和8年度は2月6日)と23区の中でも遅め。二次締切は2月下旬。区立・私立保育園、こども園が対象",区役所窓口 or オンライン申請,就労証明書等,1,例年1〜2月頃(他区より締切が遅い傾向),https://www.city.chiyoda.lg.jp/koho/kosodate/hoiku/enjiboshu.html,2026-09-06,,"23区の中では申込締切が春(2月)と際立って遅く、余裕を持って保活できる点が特徴。定員に対し希望者が少ない区特有の傾向"
中央区,保育園入園(保活)関連情報,認可保育園入園申込(4月一斉入園),0,72,所得ではなく就労状況等による利用調整指数で選考,情報提供,1次申込受付は例年10〜11月、結果通知は1月下旬、2月に面接・健康診断、3月に入所手続き,区役所窓口 or オンライン申請,就労証明書等,1,例年10月〜11月(1次)、2月(2次),https://www.city.chuo.lg.jp/a0021/kosodate/kosodate/hoikuen/hoiku/ninkahoiku/4gatsunyuenmoushikomikibou.html,2026-09-06,,オンライン申請の締切は受付最終日23:59まで
港区,保育園入園(保活)関連情報,認可保育園入園申込(4月一斉入園),0,72,所得ではなく就労状況等による利用調整指数で選考,情報提供,"1次: 郵送・電子申請は例年11月上旬〜下旬、窓口は11月上旬〜12月上旬、結果は1月末。2次: 1月中旬〜2月上旬、結果3月上旬",区役所窓口 or 郵送 or 電子申請,就労証明書等,1,例年11月(1次)、1〜2月(2次),https://www.city.minato.tokyo.jp/kodomo/kodomo/hoikuen/nyuen/r08-index.html,2026-09-06,,5月以降の途中入園は希望月の前月上旬受付
新宿区,保育園入園(保活)関連情報,認可保育園入園申込(4月一斉入園),0,72,所得ではなく就労状況等による利用調整指数で選考,情報提供,"1次申込は例年10月〜12月上旬に締切。夫婦フルタイム共働きの基準指数(40点前後)に希望者が集中しやすいとされる。年度途中の申込は前月5〜7日頃締切で毎月受付",区役所窓口 or オンライン申請,就労証明書等,1,例年10月〜12月上旬,https://www.city.shinjuku.lg.jp/kodomo/file04_07_00034.html,2026-09-06,,同一指数の場合の優先順位ルールが細かく定められている
文京区,保育園入園(保活)関連情報,認可保育園入園申込(4月一斉入園),0,72,所得ではなく就労状況等による利用調整指数で選考,情報提供,申込書配布は例年10月中旬から開始。年間を通じて翌月以降の入所申込も随時受付,区役所窓口 or 公式サイト,就労証明書等,1,例年10月中旬〜(詳細は年度ごとの公式案内参照),https://www.city.bunkyo.lg.jp/b023/p001736.html,2026-09-06,,問い合わせ:幼児保育課入園相談係 03-5803-1190
台東区,保育園入園(保活)関連情報,認可保育園入園申込(4月一斉入園),0,72,所得ではなく就労状況等による利用調整指数で選考,情報提供,"窓口予約は例年10月上旬〜11月上旬(令和8年度は10/10-11/7)。申込期間内であれば申込日の先後で有利不利は生じない",区役所窓口(予約制)or 郵送 or 電子申請,就労証明書等,1,例年10月〜2月頃(具体的な締切は年度ごとに公式案内で確認),https://www.city.taito.lg.jp/kosodatekyouiku/kosodate/mokutei/hoiku_youjikyouiku/hoikutakuji/hoikuen/hoikuennyuen/hoikuenmousikomi.html,2026-09-06,,"「早く出しても有利にならない」ことを公式に明言している点が特徴的"
墨田区,保育園入園(保活)関連情報,認可保育園入園申込(4月一斉入園),0,72,所得ではなく就労状況等による利用調整指数で選考,情報提供,1次申込は例年11月中旬〜12月上旬(令和7年4月の例で郵送・電子11/19-12/3、窓口11/26-12/10)。結果は2月上旬に文書通知,区役所窓口 or 郵送 or 電子申請,就労証明書等,1,例年11月中旬〜12月上旬,https://www.city.sumida.lg.jp/kosodate_kyouiku/kosodate_site/azukeru/hoikuen/hokatsu.html,2026-09-06,,問い合わせ:子ども施設課入園係 03-5608-6152
江東区,保育園入園(保活)関連情報,認可保育園入園申込(4月一斉入園),0,72,所得ではなく就労状況等による利用調整指数で選考,情報提供,"令和8年度4月一次募集は9月16日〜11月20日。選考指数=基本指数(父)+基本指数(母)+調整指数で計算され、ひとり親家庭は+12点。0歳児の最低利用指数は24点程度(年度により変動)",区役所窓口 or 郵送 or 電子申請,就労証明書等,1,例年9月中旬〜11月下旬,https://www.city.koto.lg.jp/280308/hoikuenmoushikomi-r8.html,2026-09-06,,23区の中でも申込開始が早め(9月中旬)。指数の内訳(加算17項目・減算3項目)が公式に詳細公開されている
品川区,保育園入園(保活)関連情報,認可保育園入園申込(4月一斉入園),0,72,所得ではなく就労状況等による利用調整指数で選考,情報提供,1次申込は例年10月上旬〜11月下旬(令和7年4月の例で10/9-11/22必着)。結果は2月上旬、2次は2月中旬締切・3月発表,区役所窓口 or 郵送 or オンライン申請,就労証明書等,1,例年10月〜11月(1次)、2月(2次),https://www.city.shinagawa.tokyo.jp/PC/kodomo/kodomo-hoyou/kodomo-hoyou-hoikuen/hpg000027973.html,2026-09-06,,区独自の「150円ベビーシッター利用支援」等、保活と併用できる支援策がある(別カテゴリ扱い)
目黒区,保育園入園(保活)関連情報,認可保育園入園申込(4月一斉入園),0,72,所得ではなく就労状況等による利用調整指数で選考,情報提供,"1次利用調整は例年11月下旬必着(令和7年4月の例で11/26)。2次は2月上旬必着(2/9)。先着順・抽選ではなく必要度優先で決定",区役所窓口 or 郵送 or オンライン申請,就労証明書等,1,例年11月下旬(1次)、2月上旬(2次),https://www.city.meguro.tokyo.jp/hoiku/kosodatekyouiku/hoikuennado/moushikomiannai.html,2026-09-06,,郵送・オンライン受付は窓口締切の3開庁日前必着
大田区,保育園入園(保活)関連情報,認可保育園入園申込(4月一斉入園),0,72,所得ではなく就労状況等による利用調整指数で選考,情報提供,4月入園の締切日は年度ごとに公式サイトで案内(時期は例年秋頃)。5〜12月の途中入園は希望月の前月7日締切,区役所窓口(保育サービス課)or 郵送,就労証明書等,1,4月入園は例年秋頃(要公式サイト確認)、5〜12月入園は毎月前月7日,https://www.city.ota.tokyo.jp/download/kodomo/hoikuen/shiori.html,2026-09-06,,FAX・メール・各保育園・特別出張所では申込不可、窓口か郵送のみという点に注意
世田谷区,保育園入園(保活)関連情報,認可保育園入園申込(4月一斉入園),0,72,所得ではなく就労状況等による利用調整指数で選考,情報提供,"令和8年4月一次は9月1日〜11月10日、二次は11月12日〜翌2月2日。通常月は入園希望月の前月10日締切",地域の総合支所 子ども家庭支援課(窓口 or 郵送 or 電子申請),就労証明書等,1,例年9月〜11月(1次)、11月〜2月(2次),https://www.city.setagaya.lg.jp/01044/1561.html,2026-09-06,,23区最大の人口を抱え、5地域の総合支所ごとに窓口が分かれる点が特徴
